POS_ID,SALE_DATE,BRANCH,SKU,VOLUME,PRICE
POS_00763,2024-11-15,NYC-East,4K-Camera,,-14.781301571436998
POS_00764,2024-10-23,Berlin-West,4K-Camera,2.0,1194.3824188778456
POS_00765,2024-09-08,Paris-South,Landing-Gear,3.0,2105.261548469325
POS_00766,2024-10-15,NYC-East,4K-Camera,2.0,2180.012097732868
POS_00767,2024-09-25,Tokyo-Central,Signal-Booster,9.0,530.6999741459261
POS_00768,2024-11-21,Tokyo-Central,Signal-Booster,4.0,1281.049642410442
POS_00769,2024-11-15,NYC-East,Signal-Booster,,2155.4218602017077
POS_00770,2024-07-15,Tokyo-Central,Falcon-Drone,9.0,1697.7549141661082
POS_00771,2024-10-15,NYC-East,Falcon-Drone,4.0,2092.9715789201136
POS_00772,2024-07-13,Paris-South,Landing-Gear,,1291.7412336641116
POS_00773,2024-11-09,Paris-South,Controller-Pro,8.0,722.2080669861921
POS_00774,2024-07-26,London-HQ,4K-Camera,5.0,2572.174381817004
POS_00775,2024-11-30,Berlin-West,Lithium-Cell,9.0,296.80234187068066
POS_00776,2024-08-18,London-HQ,Landing-Gear,8.0,1723.8423068650502
POS_00777,2024-11-01,Tokyo-Central,Falcon-Drone,9.0,903.9852616758897
POS_00778,2024-07-30,Tokyo-Central,Landing-Gear,4.0,287.57565085463625
POS_00779,2024-09-13,Tokyo-Central,4K-Camera,7.0,1745.9459538142821
POS_00780,2024-07-14,Paris-South,4K-Camera,4.0,2094.270049713085
POS_00781,2024-12-06,NYC-East,Falcon-Drone,6.0,96.71254845571673
POS_00782,2024-07-08,Berlin-West,Controller-Pro,9.0,1618.164109467422
POS_00783,2024-08-18,Tokyo-Central,Landing-Gear,1.0,-48.380262739860584
POS_00784,2024-09-15,NYC-East,4K-Camera,3.0,1870.4889167428125
POS_00785,2024-11-23,London-HQ,Lithium-Cell,3.0,2693.8769138906828
POS_00786,2024-11-16,NYC-East,Controller-Pro,1.0,542.5825779018677
POS_00787,2024-12-09,London-HQ,Falcon-Drone,9.0,1235.9251495225087
POS_00788,2024-07-19,London-HQ,Controller-Pro,1.0,1714.0006247646538
POS_00789,2024-07-19,Paris-South,Landing-Gear,7.0,1884.84917988724
POS_00790,2024-12-03,Berlin-West,4K-Camera,7.0,2618.000007588526
POS_00791,2024-12-05,Berlin-West,Controller-Pro,1.0,2538.9100142717916
POS_00792,2024-07-31,London-HQ,Falcon-Drone,3.0,2482.288433542661
POS_00793,2024-10-17,Paris-South,Falcon-Drone,,423.5789493847069
POS_00794,2024-11-06,Paris-South,Signal-Booster,7.0,1933.0467684411178
POS_00795,2024-10-02,London-HQ,Controller-Pro,8.0,1163.636739374611
POS_00796,2024-10-15,London-HQ,Landing-Gear,2.0,547.7227656295839
POS_00797,2024-09-11,Berlin-West,Lithium-Cell,1.0,683.7985280740584
POS_00798,2024-10-29,Paris-South,Signal-Booster,1.0,1881.8882203827782
POS_00799,2024-08-16,Paris-South,Lithium-Cell,8.0,2278.4641685227725
POS_00800,2024-07-22,London-HQ,Falcon-Drone,3.0,1898.3313436158955
POS_00801,2024-09-23,London-HQ,4K-Camera,7.0,2080.8794768799194
POS_00802,2024-10-14,NYC-East,Controller-Pro,8.0,835.8052761704153
POS_00803,2024-07-10,Paris-South,4K-Camera,6.0,2156.687594598936
POS_00804,2024-11-23,Tokyo-Central,Falcon-Drone,9.0,2090.0959471426963
POS_00805,2024-08-30,Paris-South,Lithium-Cell,4.0,2241.2847096113755
POS_00806,2024-12-07,Paris-South,Lithium-Cell,1.0,312.45529399306395
POS_00807,2024-07-27,Paris-South,Lithium-Cell,4.0,606.417743606199
POS_00808,2024-10-24,Paris-South,Signal-Booster,7.0,1608.348623056254
POS_00809,2024-09-09,Berlin-West,Lithium-Cell,8.0,2940.9846688118996
POS_00810,2024-12-22,NYC-East,Lithium-Cell,1.0,2111.9414465109176
POS_00811,2024-08-09,Paris-South,Lithium-Cell,4.0,1804.7879561455518
POS_00812,2024-08-15,NYC-East,Controller-Pro,4.0,1928.9776428553305
POS_00813,2024-12-14,Paris-South,Lithium-Cell,9.0,1668.1462038431112
POS_00814,2024-10-14,Tokyo-Central,4K-Camera,,1598.2564141774992
POS_00815,2024-08-16,Paris-South,Falcon-Drone,1.0,2931.2385169817694
POS_00816,2024-08-14,Berlin-West,Falcon-Drone,2.0,933.8633888739892
POS_00817,2024-08-18,NYC-East,Falcon-Drone,4.0,2255.8181557858425
POS_00818,2024-07-04,Berlin-West,Lithium-Cell,5.0,1396.5482421252052
POS_00819,2024-10-28,Tokyo-Central,Lithium-Cell,6.0,1598.9760167276127
POS_00820,2024-12-26,NYC-East,Lithium-Cell,5.0,2730.147643627131
POS_00821,2024-11-18,Berlin-West,Signal-Booster,9.0,-41.624133495303596
POS_00822,2024-09-15,Tokyo-Central,Controller-Pro,6.0,1708.2346128875663
POS_00823,2024-07-08,Paris-South,Landing-Gear,7.0,1573.2314612823263
POS_00824,2024-08-01,Berlin-West,Controller-Pro,9.0,310.013793393308
POS_00825,2024-11-22,NYC-East,Falcon-Drone,2.0,2144.516037311065
POS_00826,2024-08-26,Tokyo-Central,Controller-Pro,9.0,368.2944163963501
POS_00827,2024-11-14,Tokyo-Central,Landing-Gear,4.0,1847.6520838729311
POS_00828,2024-08-04,Berlin-West,Signal-Booster,1.0,1635.8973966864655
POS_00829,2024-07-13,NYC-East,Landing-Gear,6.0,236.09414628799482
POS_00830,2024-07-12,NYC-East,Lithium-Cell,3.0,-71.70710697816752
POS_00831,2024-08-01,Tokyo-Central,Signal-Booster,,1645.2940752185004
POS_00832,2024-09-15,NYC-East,Falcon-Drone,8.0,1858.0580675939873
POS_00833,2024-07-31,Tokyo-Central,Landing-Gear,9.0,2497.6236085778355
POS_00834,2024-07-10,Berlin-West,Lithium-Cell,4.0,1404.1190200491583
POS_00835,2024-09-12,London-HQ,Controller-Pro,1.0,288.0708397027508
POS_00836,2024-07-05,Paris-South,Falcon-Drone,2.0,2111.124285070552
POS_00837,2024-08-31,NYC-East,Falcon-Drone,7.0,1373.4534920140638
POS_00838,2024-08-28,Paris-South,Lithium-Cell,8.0,2398.6709677540707
POS_00839,2024-09-20,Tokyo-Central,Landing-Gear,,1689.9684638233982
POS_00840,2024-11-11,Tokyo-Central,Signal-Booster,5.0,1608.5015994193934
POS_00841,2024-07-16,Tokyo-Central,Controller-Pro,7.0,1544.3011159297155
POS_00842,2024-09-11,Tokyo-Central,4K-Camera,3.0,924.189351693042
POS_00843,2024-08-05,NYC-East,Signal-Booster,8.0,2169.4106143773834
POS_00844,2024-12-22,London-HQ,Lithium-Cell,9.0,1955.1655735286881
POS_00845,2024-09-10,Berlin-West,Signal-Booster,4.0,1453.340298394936
POS_00846,2024-08-28,Berlin-West,Lithium-Cell,1.0,1082.5468940823862
POS_00847,2024-07-30,Tokyo-Central,Controller-Pro,1.0,391.5732336614781
POS_00848,2024-12-24,Berlin-West,Signal-Booster,2.0,367.36278807935486
POS_00849,2024-10-25,London-HQ,Landing-Gear,3.0,1520.1541553328118
POS_00850,2024-07-03,NYC-East,Landing-Gear,2.0,1019.2452244749318
POS_00851,2024-12-04,NYC-East,Landing-Gear,6.0,619.3500505244704
POS_00852,2024-07-31,London-HQ,Lithium-Cell,7.0,2027.7324496335177
POS_00853,2024-10-31,London-HQ,Falcon-Drone,1.0,1352.4851241647389
POS_00854,2024-12-04,Tokyo-Central,4K-Camera,5.0,927.3924759328177
POS_00855,2024-11-27,NYC-East,Signal-Booster,5.0,2345.2902270239892
POS_00856,2024-10-16,London-HQ,4K-Camera,7.0,1988.1142533446637
POS_00857,2024-09-18,Paris-South,Signal-Booster,3.0,-57.24106254054141
POS_00858,2024-08-04,Tokyo-Central,Lithium-Cell,7.0,2525.389482285926
POS_00859,2024-12-20,Berlin-West,Falcon-Drone,8.0,-92.10468703302355
POS_00860,2024-09-19,Berlin-West,Lithium-Cell,3.0,1419.2019737554988
POS_00861,2024-10-01,Paris-South,Lithium-Cell,9.0,1219.2548587169474
POS_00862,2024-09-12,Paris-South,Landing-Gear,4.0,319.3583797201846
POS_00863,2024-12-05,Berlin-West,Controller-Pro,6.0,2963.804843706707
POS_00864,2024-08-21,Berlin-West,Signal-Booster,6.0,1708.9180110066393
POS_00865,2024-09-27,Tokyo-Central,Lithium-Cell,6.0,271.9105750894629
POS_00866,2024-07-23,NYC-East,Controller-Pro,1.0,2602.6189391252137
POS_00867,2024-10-02,NYC-East,Lithium-Cell,4.0,2814.6002294356363
POS_00868,2024-07-03,Tokyo-Central,Falcon-Drone,8.0,712.6176913811083
POS_00869,2024-11-22,Berlin-West,Signal-Booster,2.0,2154.796415927099
POS_00870,2024-12-08,Berlin-West,Landing-Gear,5.0,272.3142003756516
POS_00871,2024-11-01,NYC-East,Controller-Pro,2.0,2161.127807876891
POS_00872,2024-07-15,London-HQ,4K-Camera,4.0,-67.75313148429413
POS_00873,2024-07-15,Paris-South,Lithium-Cell,9.0,285.6425088824733
POS_00874,2024-09-25,Paris-South,Signal-Booster,9.0,1226.7712660679526
POS_00875,2024-07-21,London-HQ,Lithium-Cell,4.0,118.07314390000454
POS_00876,2024-11-19,London-HQ,Landing-Gear,7.0,607.3834389116548
POS_00877,2024-07-22,NYC-East,Landing-Gear,9.0,2644.1898563873624
POS_00878,2024-08-20,Tokyo-Central,4K-Camera,3.0,2349.618054546698
POS_00879,2024-07-18,Berlin-West,4K-Camera,,1570.3644813960248
POS_00880,2024-09-06,NYC-East,Landing-Gear,6.0,1571.09084537943
POS_00881,2024-12-03,London-HQ,Controller-Pro,4.0,582.4977111803103
POS_00882,2024-07-21,Berlin-West,4K-Camera,7.0,1194.401055228813
POS_00883,2024-11-23,Paris-South,4K-Camera,4.0,1322.6012465615918
POS_00884,2024-08-14,Tokyo-Central,Falcon-Drone,1.0,1868.716449689393
POS_00885,2024-07-22,Tokyo-Central,4K-Camera,2.0,905.2048015030355
POS_00886,2024-12-18,NYC-East,Lithium-Cell,,1891.5940430632352
POS_00887,2024-08-24,Berlin-West,Signal-Booster,4.0,1454.9861310532979
POS_00888,2024-11-14,Paris-South,Landing-Gear,5.0,1827.1896654237062
POS_00889,2024-11-30,Tokyo-Central,Falcon-Drone,9.0,564.768210871342
POS_00890,2024-11-30,London-HQ,Lithium-Cell,7.0,231.8866107596969
POS_00891,2024-10-12,Paris-South,Landing-Gear,5.0,2202.989598103713
POS_00892,2024-08-10,Tokyo-Central,Signal-Booster,3.0,1700.7663627063487
POS_00893,2024-09-17,Paris-South,Signal-Booster,2.0,1767.134551698738
POS_00894,2024-11-16,NYC-East,Signal-Booster,2.0,1637.474113470052
POS_00895,2024-12-09,Tokyo-Central,Lithium-Cell,5.0,598.2693962920137
POS_00896,2024-12-24,London-HQ,Controller-Pro,2.0,2119.839418258261
POS_00897,2024-08-14,NYC-East,Controller-Pro,1.0,196.8614970653736
POS_00898,2024-12-26,Tokyo-Central,4K-Camera,7.0,295.64643753351413
POS_00899,2024-10-25,Berlin-West,Controller-Pro,6.0,1349.531117913028
POS_00900,2024-09-10,London-HQ,Signal-Booster,7.0,308.22019147621506
POS_00901,2024-11-21,NYC-East,4K-Camera,6.0,-84.96983904211356
POS_00902,2024-11-24,Paris-South,Falcon-Drone,5.0,2418.792385915403
POS_00903,2024-08-19,London-HQ,Falcon-Drone,7.0,380.7342980963522
POS_00904,2024-08-31,London-HQ,Falcon-Drone,9.0,1408.2385519216714
POS_00905,2024-07-05,Berlin-West,Signal-Booster,4.0,1832.9926231221866
POS_00906,2024-10-09,London-HQ,Landing-Gear,1.0,646.2702499711716
POS_00907,2024-09-28,Berlin-West,Landing-Gear,7.0,1848.1887595654496
POS_00908,2024-08-13,Berlin-West,Controller-Pro,6.0,2473.5569642236487
POS_00909,2024-09-14,Berlin-West,Falcon-Drone,3.0,288.3018253801189
POS_00910,2024-07-17,NYC-East,Controller-Pro,2.0,380.6974765842689
POS_00911,2024-10-12,NYC-East,Lithium-Cell,1.0,231.28293467576628
POS_00912,2024-12-27,Paris-South,Signal-Booster,6.0,1903.3906918465714
POS_00913,2024-10-01,Berlin-West,Controller-Pro,6.0,2986.723952665059
POS_00914,2024-11-30,London-HQ,Landing-Gear,5.0,1341.1800388387667
POS_00915,2024-12-12,Paris-South,4K-Camera,5.0,1354.0770167001488
POS_00916,2024-12-27,NYC-East,Controller-Pro,9.0,2135.8131451347463
POS_00917,2024-12-12,London-HQ,Signal-Booster,6.0,1317.0083022923386
POS_00918,2024-08-26,Paris-South,Controller-Pro,7.0,881.486523457511
POS_00919,2024-10-07,Tokyo-Central,Falcon-Drone,5.0,1951.7185831818397
POS_00920,2024-10-08,Berlin-West,4K-Camera,9.0,823.1497088594334
POS_00921,2024-09-16,Tokyo-Central,Falcon-Drone,7.0,2072.5109144619287
POS_00922,2024-09-07,Tokyo-Central,Landing-Gear,4.0,1352.4452055545912
POS_00923,2024-11-02,NYC-East,Signal-Booster,4.0,2103.5324236872857
POS_00924,2024-09-16,Paris-South,Lithium-Cell,7.0,2822.113191010996
POS_00925,2024-08-12,London-HQ,4K-Camera,4.0,2614.7362825481787
POS_00926,2024-09-18,Paris-South,Falcon-Drone,4.0,1702.5139360652709
POS_00927,2024-12-19,Berlin-West,Lithium-Cell,6.0,2738.0032950161317
POS_00928,2024-10-12,Tokyo-Central,Controller-Pro,6.0,917.6842005584846
POS_00929,2024-09-20,Paris-South,Landing-Gear,6.0,797.6288962802086
POS_00930,2024-11-25,Tokyo-Central,Signal-Booster,4.0,410.7174056944988
POS_00931,2024-10-24,Berlin-West,Controller-Pro,6.0,2128.7616628977053
POS_00932,2024-10-26,Paris-South,Controller-Pro,9.0,1453.1632153790483
POS_00933,2024-09-05,NYC-East,Signal-Booster,5.0,1751.7758194145376
POS_00934,2024-10-10,NYC-East,4K-Camera,8.0,436.8139908206974
POS_00935,2024-10-08,London-HQ,Landing-Gear,3.0,2491.0977790803568
POS_00936,2024-08-10,Tokyo-Central,Landing-Gear,7.0,1334.6864327749406
POS_00937,2024-11-12,NYC-East,Landing-Gear,3.0,464.5606768187042
POS_00938,2024-08-30,Berlin-West,Controller-Pro,8.0,702.0971622678107
POS_00939,2024-08-09,London-HQ,4K-Camera,4.0,1617.5774007309542
POS_00940,2024-07-26,Berlin-West,Landing-Gear,7.0,616.3862655043952
POS_00941,2024-08-29,Berlin-West,Controller-Pro,9.0,1497.235372105367
POS_00942,2024-09-16,Paris-South,Lithium-Cell,3.0,1289.3892107027893
POS_00943,2024-09-28,Paris-South,Falcon-Drone,2.0,2155.6555210009674
POS_00944,2024-11-23,Paris-South,Landing-Gear,4.0,2183.970341840933
POS_00945,2024-08-03,London-HQ,Lithium-Cell,4.0,726.3927411700811
POS_00946,2024-12-19,London-HQ,Falcon-Drone,6.0,1356.64697656167
POS_00947,2024-11-17,London-HQ,4K-Camera,2.0,2713.5364610025317
POS_00948,2024-10-10,NYC-East,Signal-Booster,5.0,2042.5802772091492
POS_00949,2024-10-21,Paris-South,Falcon-Drone,5.0,1771.0859911688697
POS_00950,2024-07-14,Tokyo-Central,Lithium-Cell,1.0,2621.9817225295424
POS_00951,2024-11-20,Paris-South,Landing-Gear,6.0,2524.7639457198493
POS_00952,2024-07-03,NYC-East,Landing-Gear,9.0,1900.5937014373537
POS_00953,2024-09-01,Paris-South,Lithium-Cell,7.0,2006.512673249856
POS_00954,2024-09-09,Tokyo-Central,4K-Camera,1.0,735.3063736567076
POS_00955,2024-11-12,Tokyo-Central,Landing-Gear,5.0,1775.6934469187438
POS_00956,2024-09-18,Berlin-West,4K-Camera,7.0,1182.8230967362178
POS_00957,2024-11-09,London-HQ,Landing-Gear,4.0,1110.814327486761
POS_00958,2024-11-22,Tokyo-Central,4K-Camera,6.0,334.0018436695046
POS_00959,2024-11-14,London-HQ,Landing-Gear,9.0,2142.7404992406123
POS_00960,2024-11-04,Paris-South,Lithium-Cell,2.0,675.0064997208927
POS_00961,2024-09-06,London-HQ,Landing-Gear,3.0,628.1473994131376
POS_00962,2024-08-16,Tokyo-Central,Lithium-Cell,7.0,485.03926452687176
POS_00963,2024-12-13,Berlin-West,Lithium-Cell,3.0,1904.7332425281033
POS_00964,2024-11-18,London-HQ,4K-Camera,2.0,475.2783600127059
POS_00965,2024-09-01,Paris-South,Signal-Booster,7.0,1884.4580268863535
POS_00966,2024-11-21,Paris-South,Falcon-Drone,6.0,948.2704279682841
POS_00967,2024-07-25,Tokyo-Central,Signal-Booster,5.0,1963.2394101665423
POS_00968,2024-07-27,Berlin-West,Controller-Pro,7.0,1643.0235109928221
POS_00969,2024-12-07,Tokyo-Central,Landing-Gear,1.0,1636.142422428182
POS_00970,2024-10-03,London-HQ,Signal-Booster,8.0,2270.5909335058877
POS_00971,2024-10-06,Berlin-West,4K-Camera,5.0,201.75691751134275
POS_00972,2024-12-15,Paris-South,Lithium-Cell,2.0,383.1975782002671
POS_00973,2024-11-12,Tokyo-Central,4K-Camera,1.0,1801.4103181384592
POS_00974,2024-10-08,Berlin-West,Landing-Gear,3.0,732.9323960456514
POS_00975,2024-11-28,Berlin-West,Lithium-Cell,3.0,774.5529897953904
POS_00976,2024-12-01,Tokyo-Central,Controller-Pro,3.0,2280.221071290148
POS_00977,2024-12-02,Paris-South,Signal-Booster,2.0,2218.1405524129655
POS_00978,2024-10-25,Paris-South,Signal-Booster,1.0,1261.088770776751
POS_00979,2024-09-05,NYC-East,Falcon-Drone,8.0,1746.664057977985
POS_00980,2024-08-06,Tokyo-Central,Falcon-Drone,8.0,2782.154095989091
POS_00981,2024-09-16,Tokyo-Central,Controller-Pro,4.0,129.77576745645675
POS_00982,2024-10-22,Tokyo-Central,Lithium-Cell,4.0,990.2069256322395
POS_00983,2024-12-27,London-HQ,Falcon-Drone,2.0,2588.015578689029
POS_00984,2024-07-05,Berlin-West,Landing-Gear,2.0,1179.677555065468
POS_00985,2024-07-26,Paris-South,Falcon-Drone,4.0,470.9840613723742
POS_00986,2024-07-28,Tokyo-Central,Signal-Booster,5.0,2163.6491071844002
POS_00987,2024-08-23,Berlin-West,4K-Camera,9.0,467.34063130507855
POS_00988,2024-07-01,Paris-South,4K-Camera,1.0,1120.470483797454
POS_00989,2024-07-07,Tokyo-Central,Signal-Booster,5.0,2566.4523633180092
POS_00990,2024-08-11,NYC-East,Signal-Booster,7.0,276.88374753507907
POS_00991,2024-12-04,NYC-East,Signal-Booster,2.0,1199.3783933038958
POS_00992,2024-07-05,Paris-South,Signal-Booster,,2446.3883467674063
POS_00993,2024-09-20,NYC-East,Falcon-Drone,7.0,2435.9417270145404
POS_00994,2024-11-23,Tokyo-Central,Falcon-Drone,7.0,2489.6847996121537
POS_00995,2024-07-15,London-HQ,Signal-Booster,6.0,1493.6575482904755
POS_00996,2024-11-03,London-HQ,Falcon-Drone,7.0,2955.6082947610957
POS_00997,2024-08-16,Paris-South,Falcon-Drone,2.0,1221.3838579073497
POS_00998,2024-12-08,NYC-East,Signal-Booster,8.0,2571.264722094873
POS_00999,2024-08-23,London-HQ,Controller-Pro,7.0,796.5369971141753
POS_01000,2024-07-16,Berlin-West,Landing-Gear,5.0,1735.937863155453
POS_01001,2024-07-19,NYC-East,Lithium-Cell,8.0,1201.9123605216414
POS_01002,2024-08-07,Berlin-West,Lithium-Cell,5.0,109.26129498680737
POS_01003,2024-12-26,London-HQ,Landing-Gear,8.0,262.1803036290829
POS_01004,2024-07-27,Paris-South,Lithium-Cell,2.0,106.63435894934625
POS_01005,2024-08-29,Berlin-West,Falcon-Drone,3.0,1194.506702219147
POS_01006,2024-10-06,London-HQ,4K-Camera,7.0,2258.512872604531
POS_01007,2024-07-12,Tokyo-Central,Landing-Gear,2.0,2142.618021198532
POS_01008,2024-11-15,Paris-South,Landing-Gear,4.0,1330.8359797634614
POS_01009,2024-07-06,London-HQ,Landing-Gear,8.0,863.206324309477
POS_01010,2024-09-04,Tokyo-Central,Signal-Booster,6.0,557.5455904319887
POS_01011,2024-12-18,Paris-South,4K-Camera,4.0,1878.3947997116986
POS_01012,2024-07-18,London-HQ,Landing-Gear,5.0,2555.452547187127
POS_01013,2024-10-04,Tokyo-Central,4K-Camera,6.0,1407.6508329948563
POS_01014,2024-07-11,Tokyo-Central,Landing-Gear,4.0,294.80052136574744
POS_01015,2024-10-20,Berlin-West,Falcon-Drone,2.0,1864.854000032416
POS_01016,2024-08-07,NYC-East,Controller-Pro,7.0,2226.9265516485034
POS_01017,2024-08-19,London-HQ,Controller-Pro,2.0,2134.9870099168656
POS_01018,2024-09-24,Paris-South,Landing-Gear,2.0,2506.407504824619
POS_01019,2024-10-23,Paris-South,Signal-Booster,7.0,2467.9847093766593
POS_01020,2024-08-03,NYC-East,Controller-Pro,,1323.3741499158648
POS_01021,2024-10-10,London-HQ,Landing-Gear,6.0,392.1826724647796
POS_01022,2024-09-20,NYC-East,Landing-Gear,4.0,243.8657088463571
POS_01023,2024-07-29,Paris-South,4K-Camera,3.0,1841.1748008546217
POS_01024,2024-09-08,Berlin-West,Signal-Booster,2.0,1345.6382955409765
POS_01025,2024-07-11,Tokyo-Central,4K-Camera,8.0,197.9808779762236
POS_01026,2024-08-16,Berlin-West,4K-Camera,1.0,2499.846923292294
POS_01027,2024-08-06,Tokyo-Central,4K-Camera,5.0,1394.284510671601
POS_01028,2024-10-18,London-HQ,4K-Camera,6.0,1137.73829568648
POS_01029,2024-12-09,Berlin-West,Lithium-Cell,1.0,2083.7155053368692
POS_01030,2024-08-07,Paris-South,4K-Camera,8.0,2842.046743669378
POS_01031,2024-09-17,Paris-South,Landing-Gear,5.0,622.8645408038116
POS_01032,2024-10-21,Paris-South,Lithium-Cell,1.0,-7.809412143752084
POS_01033,2024-09-06,Paris-South,Falcon-Drone,2.0,546.6840128786217
POS_01034,2024-09-18,NYC-East,Landing-Gear,3.0,2565.2387834040755
POS_01035,2024-08-26,NYC-East,Falcon-Drone,2.0,113.05724186159145
POS_01036,2024-09-03,Berlin-West,Lithium-Cell,3.0,2407.512758113288
POS_01037,2024-12-06,London-HQ,Landing-Gear,7.0,2332.088067667379
POS_01038,2024-07-29,London-HQ,Controller-Pro,2.0,1614.2562636711787
POS_01039,2024-11-16,Tokyo-Central,Falcon-Drone,5.0,404.76604028543125
POS_01040,2024-11-25,Paris-South,4K-Camera,6.0,1212.5965254583994
POS_01041,2024-10-01,NYC-East,Controller-Pro,2.0,235.43633469482023
POS_01042,2024-10-01,Tokyo-Central,Landing-Gear,4.0,1920.7460821741583
POS_01043,2024-07-01,Berlin-West,Falcon-Drone,,1920.0510820951679
POS_01044,2024-10-23,London-HQ,Falcon-Drone,9.0,37.77758382139848
POS_01045,2024-11-19,Tokyo-Central,4K-Camera,1.0,1107.1834036805628
POS_01046,2024-10-17,Paris-South,Lithium-Cell,4.0,1799.8025667154168
POS_01047,2024-08-11,Paris-South,4K-Camera,9.0,814.6308782250944
POS_01048,2024-08-14,Tokyo-Central,Lithium-Cell,3.0,630.0401920202224
POS_01049,2024-11-18,Paris-South,Falcon-Drone,5.0,2464.643333600711
POS_01050,2024-11-27,Berlin-West,4K-Camera,6.0,354.0283352816139
POS_01051,2024-09-24,NYC-East,Lithium-Cell,5.0,2954.448866243039
POS_01052,2024-11-07,NYC-East,4K-Camera,4.0,2548.922274672477
POS_01053,2024-08-16,Paris-South,Falcon-Drone,7.0,93.22449983002
POS_01054,2024-11-03,Paris-South,Signal-Booster,6.0,2682.091478511645
POS_01055,2024-09-20,Paris-South,Landing-Gear,7.0,2696.2036095383255
POS_01056,2024-12-07,NYC-East,Controller-Pro,1.0,2150.8405675793238
POS_01057,2024-08-05,Tokyo-Central,Landing-Gear,9.0,1750.4754961418741
POS_01058,2024-07-17,Berlin-West,4K-Camera,9.0,2962.008373636919
POS_01059,2024-08-21,Berlin-West,4K-Camera,2.0,2365.501735949181
POS_01060,2024-11-17,Paris-South,Falcon-Drone,8.0,-1.009351835394483
POS_01061,2024-08-03,Paris-South,Lithium-Cell,9.0,2352.46685922554
POS_01062,2024-09-23,NYC-East,Controller-Pro,,1056.9508259554752
POS_01063,2024-12-25,Paris-South,Signal-Booster,4.0,1872.4212427351358
POS_01064,2024-11-28,Paris-South,Falcon-Drone,4.0,968.1496321718805
POS_01065,2024-08-09,Berlin-West,Landing-Gear,8.0,2238.586019698718
POS_01066,2024-12-06,Berlin-West,4K-Camera,5.0,2104.227926608398
POS_01067,2024-09-25,London-HQ,Landing-Gear,3.0,2262.442494951412
POS_01068,2024-11-09,Berlin-West,4K-Camera,6.0,1795.3383106789415
POS_01069,2024-11-25,London-HQ,4K-Camera,7.0,769.8427536050131
POS_01070,2024-11-12,Tokyo-Central,Landing-Gear,4.0,1482.4455993269842
POS_01071,2024-12-13,Berlin-West,Controller-Pro,3.0,1865.7074344805399
POS_01072,2024-10-27,NYC-East,4K-Camera,8.0,1147.915876078006
POS_01073,2024-12-13,Tokyo-Central,Landing-Gear,8.0,291.9748563090579
POS_01074,2024-11-23,Berlin-West,Falcon-Drone,3.0,231.68183381743398
POS_01075,2024-08-18,London-HQ,4K-Camera,1.0,2490.6177972176647
POS_01076,2024-07-13,London-HQ,Falcon-Drone,4.0,2010.1011515135801
POS_01077,2024-12-16,Berlin-West,Falcon-Drone,4.0,1092.9862936311517
POS_01078,2024-10-25,Berlin-West,Lithium-Cell,5.0,1268.000737097317
POS_01079,2024-07-09,Tokyo-Central,Falcon-Drone,5.0,964.0407948223633
POS_01080,2024-08-09,London-HQ,Controller-Pro,6.0,2552.4316586303394
POS_01081,2024-08-08,NYC-East,Falcon-Drone,6.0,202.94865330079642
POS_01082,2024-08-09,Tokyo-Central,Lithium-Cell,8.0,340.6606698336889
POS_01083,2024-12-23,Paris-South,Controller-Pro,5.0,1984.515839702461
POS_01084,2024-10-14,Berlin-West,Lithium-Cell,1.0,-95.58504696909647
POS_01085,2024-07-31,NYC-East,4K-Camera,1.0,2827.7684551233306
POS_01086,2024-08-04,Berlin-West,Landing-Gear,6.0,1558.347280180636
POS_01087,2024-07-25,Tokyo-Central,Landing-Gear,4.0,2406.96590507452
POS_01088,2024-10-03,Tokyo-Central,Falcon-Drone,5.0,411.10214882177695
POS_01089,2024-09-14,Tokyo-Central,Falcon-Drone,8.0,2108.8912384032838
POS_01090,2024-08-20,Tokyo-Central,Lithium-Cell,2.0,902.3591466921856
POS_01091,2024-12-07,Berlin-West,4K-Camera,7.0,496.1795396504849
POS_01092,2024-09-17,Paris-South,Falcon-Drone,6.0,-63.250448429424445
POS_01093,2024-09-15,NYC-East,Lithium-Cell,6.0,312.9065493941704
POS_01094,2024-12-10,Tokyo-Central,Falcon-Drone,2.0,699.6950900329698
POS_01095,2024-10-30,Paris-South,Signal-Booster,4.0,451.48007669764434
POS_01096,2024-09-18,NYC-East,Landing-Gear,2.0,2833.3669163575114
POS_01097,2024-10-01,London-HQ,Controller-Pro,8.0,1926.107108706628
POS_01098,2024-12-20,Paris-South,Lithium-Cell,7.0,67.75460993843416
POS_01099,2024-09-22,NYC-East,4K-Camera,4.0,1799.8843981420075
POS_01100,2024-09-27,London-HQ,Signal-Booster,9.0,1807.9338630464879
POS_01101,2024-08-08,London-HQ,Controller-Pro,4.0,2931.2335127568563
POS_01102,2024-09-29,Paris-South,Landing-Gear,8.0,1049.921292903075
POS_01103,2024-07-02,Paris-South,Controller-Pro,3.0,585.8601420207627
POS_01104,2024-12-09,Berlin-West,Lithium-Cell,4.0,1623.199323185855
POS_01105,2024-12-19,Tokyo-Central,Falcon-Drone,6.0,-67.79521934496486
POS_01106,2024-12-27,Tokyo-Central,Controller-Pro,9.0,325.77244882345013
POS_01107,2024-12-07,London-HQ,Landing-Gear,5.0,1484.6301381331104
POS_01108,2024-11-05,Paris-South,Lithium-Cell,9.0,1602.9358793499246
