TXN_ID,DATE,STORE_HUB,SKU_NAME,UNITS_SOLD,PRICE_TAG
RETAIL_01248,2024-11-18,Sydney-GeorgeSt,iPad Pro,,3581.559258391142
RETAIL_01249,2024-12-13,Sydney-GeorgeSt,MacBook Air M3,4.0,2734.829412556871
RETAIL_01250,2024-07-12,Paris-Opera,Apple Watch Ultra,2.0,2546.0077746497095
RETAIL_01251,2024-08-12,NYC-FifthAve,AirPods Max,8.0,123.37676430406998
RETAIL_01252,2024-10-12,Tokyo-Ginza,iPad Pro,7.0,-298.27978630925634
RETAIL_01253,2024-08-27,NYC-FifthAve,MacBook Air M3,,768.7795237361538
RETAIL_01254,2024-09-14,NYC-FifthAve,Vision Pro,3.0,2142.338511499069
RETAIL_01255,2024-11-19,Sydney-GeorgeSt,iPad Pro,5.0,1008.6155541905132
RETAIL_01256,2024-11-29,Sydney-GeorgeSt,MacBook Air M3,9.0,3519.794955336398
RETAIL_01257,2024-08-13,Tokyo-Ginza,iPhone 15 Pro,1.0,775.6074462651409
RETAIL_01258,2024-10-17,NYC-FifthAve,iPhone 15 Pro,4.0,2384.3344657172233
RETAIL_01259,2024-09-04,Sydney-GeorgeSt,iPad Pro,2.0,3442.9136846866677
RETAIL_01260,2024-12-04,Sydney-GeorgeSt,Vision Pro,2.0,3528.097362823269
RETAIL_01261,2024-11-20,Paris-Opera,Apple Watch Ultra,8.0,2150.574657003346
RETAIL_01262,2024-11-15,NYC-FifthAve,AirPods Max,9.0,988.0429844343194
RETAIL_01263,2024-11-20,Tokyo-Ginza,Apple Watch Ultra,,386.35646390219426
RETAIL_01264,2024-08-28,Sydney-GeorgeSt,iPhone 15 Pro,3.0,1964.5010050669862
RETAIL_01265,2024-08-21,Paris-Opera,AirPods Max,,2622.9472791662447
RETAIL_01266,2024-08-22,NYC-FifthAve,AirPods Max,2.0,1820.6858525558687
RETAIL_01267,2024-12-22,Tokyo-Ginza,iPhone 15 Pro,1.0,1655.3511025561588
RETAIL_01268,2024-09-09,Sydney-GeorgeSt,AirPods Max,,3500.5333019579384
RETAIL_01269,2024-10-15,London-RegentSt,iPhone 15 Pro,7.0,1003.7679598950765
RETAIL_01270,2024-12-15,Paris-Opera,iPhone 15 Pro,5.0,2071.214940186905
RETAIL_01271,2024-12-20,London-RegentSt,iPad Pro,1.0,2772.894979914992
RETAIL_01272,2024-11-02,London-RegentSt,Vision Pro,1.0,1779.2320066263483
RETAIL_01273,2024-08-17,Paris-Opera,Vision Pro,1.0,2672.281429091117
RETAIL_01274,2024-11-12,Tokyo-Ginza,iPhone 15 Pro,4.0,1961.1458258082048
RETAIL_01275,2024-10-19,NYC-FifthAve,iPad Pro,5.0,2199.6006818076157
RETAIL_01276,2024-07-31,Paris-Opera,MacBook Air M3,2.0,3070.448314712234
RETAIL_01277,2024-10-04,Sydney-GeorgeSt,iPhone 15 Pro,1.0,-387.9330251963332
RETAIL_01278,2024-08-30,Sydney-GeorgeSt,Apple Watch Ultra,3.0,3685.8578233996786
RETAIL_01279,2024-07-02,Sydney-GeorgeSt,iPad Pro,6.0,2938.006552125289
RETAIL_01280,2024-07-31,NYC-FifthAve,MacBook Air M3,3.0,2168.317549737795
RETAIL_01281,2024-09-02,NYC-FifthAve,Vision Pro,5.0,1998.9098082697565
RETAIL_01282,2024-10-01,Paris-Opera,Vision Pro,,3990.7318732786116
RETAIL_01283,2024-08-17,Tokyo-Ginza,MacBook Air M3,9.0,2144.9599044848314
RETAIL_01284,2024-12-15,Tokyo-Ginza,Vision Pro,4.0,2657.9154337552436
RETAIL_01285,2024-11-03,Sydney-GeorgeSt,MacBook Air M3,,3886.83706273018
RETAIL_01286,2024-09-24,Paris-Opera,iPad Pro,3.0,-264.4686486923265
RETAIL_01287,2024-11-22,NYC-FifthAve,Apple Watch Ultra,,291.1519940357082
RETAIL_01288,2024-08-20,London-RegentSt,iPad Pro,3.0,1521.2937827035048
RETAIL_01289,2024-09-01,London-RegentSt,MacBook Air M3,8.0,1419.7887937385317
RETAIL_01290,2024-08-17,Tokyo-Ginza,MacBook Air M3,4.0,2812.309114103419
RETAIL_01291,2024-07-28,Sydney-GeorgeSt,Apple Watch Ultra,9.0,2770.19358668778
RETAIL_01292,2024-10-30,London-RegentSt,AirPods Max,3.0,1957.9562476455085
RETAIL_01293,2024-11-07,Tokyo-Ginza,AirPods Max,8.0,3888.050283808776
RETAIL_01294,2024-10-01,London-RegentSt,Apple Watch Ultra,1.0,-247.1002040164596
RETAIL_01295,2024-08-13,London-RegentSt,MacBook Air M3,5.0,2891.262692027211
RETAIL_01296,2024-08-15,Tokyo-Ginza,AirPods Max,2.0,610.2116510079463
RETAIL_01297,2024-09-07,Paris-Opera,Apple Watch Ultra,3.0,1473.490216697407
RETAIL_01298,2024-12-01,Paris-Opera,iPhone 15 Pro,5.0,2493.393772962393
RETAIL_01299,2024-12-02,Paris-Opera,iPad Pro,7.0,2475.2483917049944
RETAIL_01300,2024-10-29,Tokyo-Ginza,MacBook Air M3,7.0,1500.8181862543495
RETAIL_01301,2024-11-10,London-RegentSt,Vision Pro,2.0,-118.18701527565952
RETAIL_01302,2024-12-03,Tokyo-Ginza,AirPods Max,5.0,3786.3893735859747
RETAIL_01303,2024-11-28,Tokyo-Ginza,Apple Watch Ultra,7.0,1512.9481585036694
RETAIL_01304,2024-07-17,NYC-FifthAve,iPad Pro,9.0,624.6564743789188
RETAIL_01305,2024-10-15,Tokyo-Ginza,MacBook Air M3,6.0,3221.1416457558566
RETAIL_01306,2024-12-07,NYC-FifthAve,Apple Watch Ultra,5.0,1795.1359396146458
RETAIL_01307,2024-07-20,Paris-Opera,MacBook Air M3,9.0,-168.88330787551354
RETAIL_01308,2024-12-18,Sydney-GeorgeSt,Vision Pro,3.0,167.73413574838025
RETAIL_01309,2024-08-29,London-RegentSt,MacBook Air M3,7.0,957.418002628332
RETAIL_01310,2024-07-20,London-RegentSt,AirPods Max,9.0,551.1989683355118
RETAIL_01311,2024-12-13,Sydney-GeorgeSt,Vision Pro,8.0,481.30436007369394
RETAIL_01312,2024-08-03,NYC-FifthAve,iPad Pro,2.0,1605.951054648508
RETAIL_01313,2024-12-26,NYC-FifthAve,Vision Pro,3.0,672.0601017589913
RETAIL_01314,2024-09-26,Tokyo-Ginza,Apple Watch Ultra,1.0,3953.7750268934133
RETAIL_01315,2024-12-08,NYC-FifthAve,Vision Pro,3.0,1114.7161636549067
RETAIL_01316,2024-09-22,Tokyo-Ginza,Vision Pro,1.0,1384.1165870052278
RETAIL_01317,2024-09-28,NYC-FifthAve,MacBook Air M3,4.0,1588.1489855568266
RETAIL_01318,2024-07-27,Tokyo-Ginza,Apple Watch Ultra,9.0,1623.3297486016504
RETAIL_01319,2024-09-20,London-RegentSt,iPad Pro,9.0,3037.4873399120693
RETAIL_01320,2024-07-04,London-RegentSt,iPhone 15 Pro,1.0,3445.341297301172
RETAIL_01321,2024-07-17,Sydney-GeorgeSt,AirPods Max,9.0,3291.9891083317593
RETAIL_01322,2024-10-16,Sydney-GeorgeSt,iPad Pro,4.0,40.10823297809691
RETAIL_01323,2024-07-02,Sydney-GeorgeSt,iPad Pro,4.0,2508.09364826004
RETAIL_01324,2024-10-05,NYC-FifthAve,Vision Pro,7.0,525.0458873163686
RETAIL_01325,2024-08-30,NYC-FifthAve,AirPods Max,8.0,454.587591398521
RETAIL_01326,2024-11-17,NYC-FifthAve,iPad Pro,8.0,1065.4020967140784
RETAIL_01327,2024-10-02,Paris-Opera,iPad Pro,9.0,816.5676664241555
RETAIL_01328,2024-11-07,Sydney-GeorgeSt,iPhone 15 Pro,3.0,3811.8287018900583
RETAIL_01329,2024-11-29,Paris-Opera,AirPods Max,1.0,622.9203383696736
RETAIL_01330,2024-07-06,Paris-Opera,iPhone 15 Pro,4.0,3980.5829013686753
RETAIL_01331,2024-07-27,Tokyo-Ginza,Apple Watch Ultra,2.0,3059.4115437480045
RETAIL_01332,2024-07-17,London-RegentSt,Vision Pro,9.0,762.908761339671
RETAIL_01333,2024-11-03,London-RegentSt,AirPods Max,4.0,2709.9730053124676
RETAIL_01334,2024-08-21,Sydney-GeorgeSt,MacBook Air M3,1.0,1764.0642803439619
RETAIL_01335,2024-11-03,Paris-Opera,MacBook Air M3,3.0,3503.2651056804093
RETAIL_01336,2024-10-29,NYC-FifthAve,Apple Watch Ultra,6.0,1180.481176067516
RETAIL_01337,2024-07-31,Tokyo-Ginza,iPhone 15 Pro,,1663.0106631065364
RETAIL_01338,2024-12-20,Sydney-GeorgeSt,iPhone 15 Pro,9.0,-46.25834511976075
RETAIL_01339,2024-09-24,Paris-Opera,AirPods Max,2.0,-366.7196380200162
RETAIL_01340,2024-12-08,NYC-FifthAve,AirPods Max,7.0,3045.2991861865735
RETAIL_01341,2024-12-27,Paris-Opera,AirPods Max,7.0,2056.177761415403
RETAIL_01342,2024-08-19,NYC-FifthAve,iPad Pro,4.0,2408.005875211057
RETAIL_01343,2024-09-25,Tokyo-Ginza,Apple Watch Ultra,6.0,3383.7161954859844
RETAIL_01344,2024-10-17,NYC-FifthAve,iPhone 15 Pro,7.0,2440.4955637486005
RETAIL_01345,2024-09-03,Paris-Opera,iPad Pro,4.0,2686.0134984059655
RETAIL_01346,2024-07-16,Tokyo-Ginza,MacBook Air M3,1.0,2264.624246688301
RETAIL_01347,2024-07-14,Paris-Opera,AirPods Max,2.0,1125.235310219947
RETAIL_01348,2024-07-17,Paris-Opera,iPad Pro,2.0,3470.358061357837
RETAIL_01349,2024-10-23,Paris-Opera,Vision Pro,5.0,1754.0256727145793
RETAIL_01350,2024-08-25,Sydney-GeorgeSt,Vision Pro,9.0,2444.1450734453274
RETAIL_01351,2024-10-31,Paris-Opera,MacBook Air M3,2.0,2506.585557914658
RETAIL_01352,2024-09-18,Tokyo-Ginza,AirPods Max,9.0,2476.6242502223213
RETAIL_01353,2024-11-23,Tokyo-Ginza,iPad Pro,4.0,1116.3439903745427
RETAIL_01354,2024-12-19,Paris-Opera,MacBook Air M3,5.0,3956.863409554562
RETAIL_01355,2024-11-10,Tokyo-Ginza,MacBook Air M3,4.0,717.5096802238165
RETAIL_01356,2024-07-26,Sydney-GeorgeSt,Apple Watch Ultra,6.0,2527.56748430594
RETAIL_01357,2024-10-03,Tokyo-Ginza,Vision Pro,5.0,1823.2942359952463
RETAIL_01358,2024-07-28,Tokyo-Ginza,AirPods Max,1.0,1422.723579265087
RETAIL_01359,2024-07-18,Sydney-GeorgeSt,iPhone 15 Pro,5.0,1720.2812261173353
RETAIL_01360,2024-12-26,Paris-Opera,MacBook Air M3,2.0,2401.255703329146
RETAIL_01361,2024-11-16,Sydney-GeorgeSt,AirPods Max,9.0,3519.3333231586917
RETAIL_01362,2024-09-02,Sydney-GeorgeSt,iPhone 15 Pro,9.0,1611.4089430874005
RETAIL_01363,2024-11-13,NYC-FifthAve,MacBook Air M3,7.0,2444.9697205603643
RETAIL_01364,2024-10-29,Sydney-GeorgeSt,AirPods Max,3.0,1348.586493449562
RETAIL_01365,2024-08-15,London-RegentSt,MacBook Air M3,6.0,301.39000643129975
RETAIL_01366,2024-10-14,NYC-FifthAve,iPhone 15 Pro,4.0,788.4817610536202
RETAIL_01367,2024-11-21,Sydney-GeorgeSt,iPad Pro,,3259.090176576461
RETAIL_01368,2024-08-22,Tokyo-Ginza,Apple Watch Ultra,9.0,3167.0333061383812
RETAIL_01369,2024-07-29,London-RegentSt,AirPods Max,7.0,555.7718061635487
RETAIL_01370,2024-08-24,Paris-Opera,MacBook Air M3,5.0,321.0955365636919
RETAIL_01371,2024-08-18,Sydney-GeorgeSt,iPad Pro,8.0,3707.6384800111
RETAIL_01372,2024-12-01,London-RegentSt,MacBook Air M3,3.0,-178.67204933785462
RETAIL_01373,2024-07-16,Sydney-GeorgeSt,iPad Pro,8.0,3659.637827585604
RETAIL_01374,2024-08-18,Paris-Opera,MacBook Air M3,2.0,1412.7984856797746
RETAIL_01375,2024-10-20,Sydney-GeorgeSt,Vision Pro,1.0,3480.254334693215
RETAIL_01376,2024-07-09,NYC-FifthAve,Vision Pro,2.0,1607.1525605832521
RETAIL_01377,2024-10-06,Paris-Opera,Apple Watch Ultra,8.0,3232.9487281538954
RETAIL_01378,2024-09-24,Paris-Opera,MacBook Air M3,4.0,-490.7434067214697
RETAIL_01379,2024-10-25,Tokyo-Ginza,MacBook Air M3,3.0,2453.468230459014
RETAIL_01380,2024-10-12,Paris-Opera,AirPods Max,6.0,-261.26705339743734
RETAIL_01381,2024-09-16,NYC-FifthAve,iPad Pro,1.0,1757.4119301864953
RETAIL_01382,2024-07-04,Paris-Opera,Vision Pro,6.0,1384.0286767218206
RETAIL_01383,2024-12-14,London-RegentSt,Vision Pro,6.0,3127.7950603322147
RETAIL_01384,2024-08-29,Tokyo-Ginza,Vision Pro,6.0,1124.5992861488744
RETAIL_01385,2024-12-11,Sydney-GeorgeSt,Apple Watch Ultra,,3070.498191919153
RETAIL_01386,2024-08-05,NYC-FifthAve,Vision Pro,9.0,2892.121879270989
RETAIL_01387,2024-10-23,Sydney-GeorgeSt,Vision Pro,5.0,2466.094917285429
RETAIL_01388,2024-10-21,Sydney-GeorgeSt,Apple Watch Ultra,1.0,1782.6589786361342
RETAIL_01389,2024-08-22,Sydney-GeorgeSt,MacBook Air M3,9.0,2497.105488139415
RETAIL_01390,2024-08-18,London-RegentSt,Vision Pro,7.0,3852.697298633987
RETAIL_01391,2024-11-07,Paris-Opera,Vision Pro,9.0,3535.6546450765013
RETAIL_01392,2024-08-11,NYC-FifthAve,Apple Watch Ultra,1.0,1083.13249319562
RETAIL_01393,2024-10-19,Tokyo-Ginza,iPad Pro,5.0,3178.497038966124
RETAIL_01394,2024-08-03,Tokyo-Ginza,Apple Watch Ultra,7.0,3903.0391669644687
RETAIL_01395,2024-12-09,NYC-FifthAve,iPhone 15 Pro,7.0,3223.141920420744
RETAIL_01396,2024-10-11,Paris-Opera,iPhone 15 Pro,8.0,3805.9094193154997
RETAIL_01397,2024-11-19,NYC-FifthAve,iPad Pro,7.0,2783.908732610443
RETAIL_01398,2024-12-09,NYC-FifthAve,iPhone 15 Pro,7.0,3947.8550612778763
RETAIL_01399,2024-07-20,NYC-FifthAve,Apple Watch Ultra,5.0,3155.6787587156373
RETAIL_01400,2024-11-16,Tokyo-Ginza,Vision Pro,5.0,2172.465567465125
RETAIL_01401,2024-12-22,Sydney-GeorgeSt,Apple Watch Ultra,2.0,3659.621855187852
RETAIL_01402,2024-11-20,London-RegentSt,Vision Pro,6.0,2255.7963359133187
RETAIL_01403,2024-10-12,Paris-Opera,iPhone 15 Pro,4.0,931.6174865836947
RETAIL_01404,2024-11-08,Tokyo-Ginza,MacBook Air M3,9.0,2900.79543631778
RETAIL_01405,2024-11-01,Tokyo-Ginza,AirPods Max,3.0,3331.1831570325944
RETAIL_01406,2024-07-18,NYC-FifthAve,Vision Pro,8.0,2518.6467294671966
RETAIL_01407,2024-08-25,Paris-Opera,MacBook Air M3,4.0,1969.8094989073684
RETAIL_01408,2024-07-05,Sydney-GeorgeSt,AirPods Max,8.0,-170.91392114542668
RETAIL_01409,2024-08-31,Sydney-GeorgeSt,iPad Pro,4.0,1116.6463737415645
RETAIL_01410,2024-08-03,Sydney-GeorgeSt,iPhone 15 Pro,6.0,2977.859711686443
RETAIL_01411,2024-12-22,London-RegentSt,iPad Pro,5.0,2265.815237707503
RETAIL_01412,2024-07-10,London-RegentSt,iPad Pro,2.0,1339.022991221878
RETAIL_01413,2024-12-23,Sydney-GeorgeSt,AirPods Max,5.0,3986.2799138308474
RETAIL_01414,2024-08-13,Sydney-GeorgeSt,Apple Watch Ultra,6.0,-289.4366715442644
RETAIL_01415,2024-09-28,Tokyo-Ginza,iPad Pro,,2888.666328779113
RETAIL_01416,2024-08-20,London-RegentSt,iPhone 15 Pro,6.0,2076.0316341136236
RETAIL_01417,2024-10-18,Tokyo-Ginza,Apple Watch Ultra,6.0,3009.2327778236986
RETAIL_01418,2024-10-10,London-RegentSt,AirPods Max,9.0,705.5303210912946
RETAIL_01419,2024-11-30,NYC-FifthAve,iPhone 15 Pro,5.0,1876.234618459805
RETAIL_01420,2024-08-23,London-RegentSt,Vision Pro,8.0,3155.1220557960237
RETAIL_01421,2024-09-17,NYC-FifthAve,MacBook Air M3,9.0,2534.46575993973
RETAIL_01422,2024-11-16,NYC-FifthAve,Vision Pro,1.0,832.732286173378
RETAIL_01423,2024-08-27,London-RegentSt,iPhone 15 Pro,1.0,2304.323326301318
RETAIL_01424,2024-09-07,London-RegentSt,iPad Pro,6.0,1794.1363638152193
RETAIL_01425,2024-07-30,NYC-FifthAve,Apple Watch Ultra,9.0,3274.898645939783
RETAIL_01426,2024-07-09,Sydney-GeorgeSt,Vision Pro,8.0,-163.07583139029458
RETAIL_01427,2024-07-12,Tokyo-Ginza,iPhone 15 Pro,7.0,2037.958525487259
RETAIL_01428,2024-10-14,Tokyo-Ginza,Apple Watch Ultra,1.0,-428.0128383166652
RETAIL_01429,2024-10-27,Paris-Opera,iPad Pro,7.0,2883.8480155891675
RETAIL_01430,2024-10-30,London-RegentSt,Vision Pro,9.0,-44.04912629378424
RETAIL_01431,2024-11-13,Paris-Opera,iPhone 15 Pro,4.0,3117.23273749066
RETAIL_01432,2024-11-08,London-RegentSt,Vision Pro,8.0,3685.1175096083325
RETAIL_01433,2024-11-11,London-RegentSt,Apple Watch Ultra,5.0,461.88898284767424
RETAIL_01434,2024-09-07,Tokyo-Ginza,iPhone 15 Pro,,2489.216013202195
RETAIL_01435,2024-07-13,Sydney-GeorgeSt,AirPods Max,7.0,-268.5540018313718
RETAIL_01436,2024-09-16,Sydney-GeorgeSt,Vision Pro,,2086.283593887533
RETAIL_01437,2024-09-29,Paris-Opera,Apple Watch Ultra,6.0,-6.498324604611469
RETAIL_01438,2024-08-11,Tokyo-Ginza,MacBook Air M3,2.0,2270.4245423043735
RETAIL_01439,2024-08-29,Paris-Opera,iPad Pro,5.0,1891.1092881769823
RETAIL_01440,2024-09-11,London-RegentSt,AirPods Max,8.0,1561.7760846930564
RETAIL_01441,2024-08-23,Tokyo-Ginza,Apple Watch Ultra,5.0,-172.89845059456042
RETAIL_01442,2024-12-07,Paris-Opera,AirPods Max,1.0,2072.972088254432
RETAIL_01443,2024-08-11,London-RegentSt,iPad Pro,3.0,2506.6769445229356
RETAIL_01444,2024-10-27,Tokyo-Ginza,Apple Watch Ultra,9.0,1967.5993783506638
RETAIL_01445,2024-09-29,Tokyo-Ginza,iPhone 15 Pro,1.0,3456.183969758901
RETAIL_01446,2024-07-19,Sydney-GeorgeSt,iPad Pro,,196.4137060306673
RETAIL_01447,2024-08-24,Paris-Opera,Apple Watch Ultra,7.0,903.746103646881
RETAIL_01448,2024-07-23,NYC-FifthAve,MacBook Air M3,2.0,753.2378976026691
RETAIL_01449,2024-09-17,Paris-Opera,Apple Watch Ultra,,749.6992385876938
RETAIL_01450,2024-08-07,NYC-FifthAve,Apple Watch Ultra,5.0,2497.093728126282
RETAIL_01451,2024-08-14,Sydney-GeorgeSt,iPhone 15 Pro,4.0,29.79535154299981
RETAIL_01452,2024-07-06,Paris-Opera,iPad Pro,6.0,401.50728972349145
RETAIL_01453,2024-09-19,Paris-Opera,Apple Watch Ultra,9.0,239.96877410904779
RETAIL_01454,2024-12-10,London-RegentSt,iPad Pro,7.0,2692.3939720120793
RETAIL_01455,2024-08-03,Paris-Opera,AirPods Max,2.0,70.58469184030378
RETAIL_01456,2024-08-15,Sydney-GeorgeSt,AirPods Max,1.0,3933.418966929864
RETAIL_01457,2024-12-13,NYC-FifthAve,iPhone 15 Pro,,2713.0519447453034
RETAIL_01458,2024-12-11,Sydney-GeorgeSt,iPad Pro,1.0,1995.226402697449
RETAIL_01459,2024-10-05,Tokyo-Ginza,Vision Pro,8.0,1100.1792733646407
RETAIL_01460,2024-08-01,NYC-FifthAve,iPhone 15 Pro,4.0,3934.833245307028
RETAIL_01461,2024-10-29,Sydney-GeorgeSt,Vision Pro,6.0,1951.736859984033
RETAIL_01462,2024-11-26,London-RegentSt,iPhone 15 Pro,9.0,2981.8861204480363
RETAIL_01463,2024-11-03,NYC-FifthAve,Vision Pro,3.0,3558.704912707923
RETAIL_01464,2024-08-09,Tokyo-Ginza,MacBook Air M3,4.0,3222.551527618641
RETAIL_01465,2024-11-25,Paris-Opera,iPhone 15 Pro,7.0,2109.9629066580274
RETAIL_01466,2024-12-02,Paris-Opera,iPhone 15 Pro,3.0,2070.115192576121
RETAIL_01467,2024-12-21,Tokyo-Ginza,MacBook Air M3,7.0,576.5404875696859
RETAIL_01468,2024-09-04,Tokyo-Ginza,Vision Pro,5.0,2975.6061544082354
RETAIL_01469,2024-10-12,Sydney-GeorgeSt,AirPods Max,8.0,3665.82544479999
RETAIL_01470,2024-10-12,Tokyo-Ginza,AirPods Max,8.0,3016.8769842609486
RETAIL_01471,2024-11-14,London-RegentSt,iPhone 15 Pro,5.0,3312.846550507903
RETAIL_01472,2024-09-08,Sydney-GeorgeSt,MacBook Air M3,6.0,1106.9027399468464
RETAIL_01473,2024-07-24,Tokyo-Ginza,MacBook Air M3,5.0,946.8845613131855
RETAIL_01474,2024-12-13,Tokyo-Ginza,Vision Pro,3.0,1096.7052101949682
RETAIL_01475,2024-07-29,Sydney-GeorgeSt,iPad Pro,8.0,2046.6744004539878
RETAIL_01476,2024-12-12,NYC-FifthAve,Vision Pro,1.0,-44.11234929688652
RETAIL_01477,2024-12-08,Sydney-GeorgeSt,MacBook Air M3,4.0,1098.6781591233776
RETAIL_01478,2024-12-22,NYC-FifthAve,Vision Pro,7.0,595.5933225301671
RETAIL_01479,2024-10-21,Tokyo-Ginza,iPad Pro,9.0,2825.076601633315
RETAIL_01480,2024-07-04,NYC-FifthAve,Vision Pro,5.0,673.0077805042356
RETAIL_01481,2024-07-19,Sydney-GeorgeSt,Vision Pro,1.0,54.86892514619706
RETAIL_01482,2024-08-24,Sydney-GeorgeSt,AirPods Max,7.0,3438.02511809983
RETAIL_01483,2024-12-13,NYC-FifthAve,Vision Pro,3.0,2499.653421233617
RETAIL_01484,2024-08-14,NYC-FifthAve,iPhone 15 Pro,4.0,1331.369636926032
RETAIL_01485,2024-10-31,NYC-FifthAve,iPhone 15 Pro,4.0,104.40534900634009
RETAIL_01486,2024-12-14,London-RegentSt,Vision Pro,2.0,-37.643402572605225
RETAIL_01487,2024-09-27,Tokyo-Ginza,iPhone 15 Pro,8.0,1462.2727544153713
RETAIL_01488,2024-10-20,London-RegentSt,iPad Pro,9.0,1127.6626062617006
RETAIL_01489,2024-10-07,Tokyo-Ginza,Apple Watch Ultra,1.0,2527.2104618779344
RETAIL_01490,2024-09-08,London-RegentSt,iPad Pro,2.0,3486.529273155542
RETAIL_01491,2024-09-11,Sydney-GeorgeSt,iPad Pro,4.0,1749.1929680878702
RETAIL_01492,2024-10-07,London-RegentSt,AirPods Max,5.0,2119.139139003856
RETAIL_01493,2024-10-29,Tokyo-Ginza,MacBook Air M3,8.0,3880.3088028439024
RETAIL_01494,2024-10-20,London-RegentSt,MacBook Air M3,3.0,2776.0488026243706
RETAIL_01495,2024-09-09,Sydney-GeorgeSt,Vision Pro,3.0,3178.610027573973
RETAIL_01496,2024-10-26,Tokyo-Ginza,iPad Pro,4.0,2133.0690059228573
RETAIL_01497,2024-07-14,NYC-FifthAve,AirPods Max,4.0,3682.703367972729
RETAIL_01498,2024-08-26,Sydney-GeorgeSt,Vision Pro,2.0,1529.6152503686737
RETAIL_01499,2024-12-09,Sydney-GeorgeSt,Vision Pro,4.0,1769.507398734987
RETAIL_01500,2024-09-10,Sydney-GeorgeSt,MacBook Air M3,4.0,3720.529719462619
RETAIL_01501,2024-09-12,Paris-Opera,MacBook Air M3,3.0,1961.0146023571779
RETAIL_01502,2024-08-03,Sydney-GeorgeSt,Vision Pro,4.0,3739.9444425492693
RETAIL_01503,2024-11-13,Sydney-GeorgeSt,MacBook Air M3,7.0,22.91738348792694
RETAIL_01504,2024-11-29,London-RegentSt,Vision Pro,5.0,1287.7179332889518
RETAIL_01505,2024-08-06,NYC-FifthAve,iPhone 15 Pro,3.0,1763.5999582534032
RETAIL_01506,2024-11-22,Tokyo-Ginza,Apple Watch Ultra,3.0,1884.8573847071511
RETAIL_01507,2024-11-09,Tokyo-Ginza,Vision Pro,8.0,3173.044768327547
RETAIL_01508,2024-10-17,NYC-FifthAve,AirPods Max,3.0,3505.4538701462848
RETAIL_01509,2024-11-26,NYC-FifthAve,MacBook Air M3,6.0,3629.2804608005763
RETAIL_01510,2024-09-17,Sydney-GeorgeSt,AirPods Max,2.0,3396.758290595014
RETAIL_01511,2024-10-30,NYC-FifthAve,iPhone 15 Pro,9.0,3237.2407529623742
RETAIL_01512,2024-07-26,NYC-FifthAve,Apple Watch Ultra,1.0,819.9556439650439
RETAIL_01513,2024-10-04,London-RegentSt,AirPods Max,3.0,3138.0156407160353
RETAIL_01514,2024-12-27,NYC-FifthAve,MacBook Air M3,6.0,1592.1609120213152
RETAIL_01515,2024-09-20,Paris-Opera,Apple Watch Ultra,7.0,2080.0552966402156
RETAIL_01516,2024-10-07,NYC-FifthAve,iPad Pro,6.0,3198.3246867828507
RETAIL_01517,2024-10-12,Sydney-GeorgeSt,iPad Pro,2.0,1095.5697126675643
RETAIL_01518,2024-07-19,Paris-Opera,Vision Pro,4.0,2030.8828244483911
RETAIL_01519,2024-09-27,NYC-FifthAve,AirPods Max,4.0,15.52919528221662
RETAIL_01520,2024-12-24,NYC-FifthAve,Apple Watch Ultra,5.0,2268.621423476939
RETAIL_01521,2024-10-14,Tokyo-Ginza,iPhone 15 Pro,6.0,3853.1922951953647
RETAIL_01522,2024-09-15,Tokyo-Ginza,Vision Pro,5.0,2979.305402163948
RETAIL_01523,2024-11-12,NYC-FifthAve,Vision Pro,,3315.887854950544
RETAIL_01524,2024-12-10,Paris-Opera,Vision Pro,4.0,270.0613835722836
RETAIL_01525,2024-11-05,NYC-FifthAve,Vision Pro,8.0,828.1451832057865
RETAIL_01526,2024-09-22,Paris-Opera,AirPods Max,2.0,2840.000727040598
RETAIL_01527,2024-10-13,Tokyo-Ginza,iPad Pro,7.0,1683.4640686222028
RETAIL_01528,2024-11-10,London-RegentSt,iPhone 15 Pro,5.0,3996.0710012087375
RETAIL_01529,2024-12-15,London-RegentSt,iPhone 15 Pro,1.0,-135.63843270426088
RETAIL_01530,2024-12-13,Paris-Opera,MacBook Air M3,4.0,1706.1254665178599
RETAIL_01531,2024-08-08,NYC-FifthAve,AirPods Max,2.0,3744.702349767952
RETAIL_01532,2024-10-17,Tokyo-Ginza,Vision Pro,3.0,2376.6815293956565
RETAIL_01533,2024-11-11,London-RegentSt,iPad Pro,9.0,2414.3912400404142
RETAIL_01534,2024-12-04,Tokyo-Ginza,iPhone 15 Pro,9.0,3689.4517326579016
RETAIL_01535,2024-08-02,London-RegentSt,MacBook Air M3,5.0,774.4703216834098
RETAIL_01536,2024-08-05,Tokyo-Ginza,MacBook Air M3,2.0,3422.5364901260514
RETAIL_01537,2024-12-26,London-RegentSt,AirPods Max,3.0,1581.2012409281788
RETAIL_01538,2024-07-08,Paris-Opera,Apple Watch Ultra,9.0,-157.31197980078997
RETAIL_01539,2024-12-09,NYC-FifthAve,iPhone 15 Pro,5.0,185.23239431147522
RETAIL_01540,2024-11-01,Paris-Opera,Apple Watch Ultra,7.0,699.3640898551196
RETAIL_01541,2024-10-08,London-RegentSt,iPad Pro,6.0,1892.8165959978592
RETAIL_01542,2024-07-09,NYC-FifthAve,iPad Pro,6.0,3234.9972711767105
RETAIL_01543,2024-10-22,Sydney-GeorgeSt,Apple Watch Ultra,,1176.9319721563725
