LOG_ID,EVENT_TIME,LOCATION,ITEM,UNITS,PRICE_PER_UNIT
CSV_00832,2023-10-10,Tokyo-04,Phone,4,793.3679684076887
CSV_00833,2023-08-23,NYC-02,Phone,9,734.7892070409225
CSV_00834,2023-08-15,NYC-02,Cables,2,1238.3724912708378
CSV_00835,2023-10-21,Tokyo-04,Phone,,1922.3712293833037
CSV_00836,2023-11-02,Tokyo-04,Keyboard,2,1941.6263891461695
CSV_00837,2023-07-23,Tokyo-04,Phone,8,1188.922548059174
CSV_00838,2023-09-08,London-01,Phone,7,1260.1427722467413
CSV_00839,2023-12-02,NYC-02,Keyboard,5,1164.1188849178384
CSV_00840,2023-07-29,Berlin-03,TV,1,1878.7119187751746
CSV_00841,2023-12-11,London-01,Mouse,1,553.9405934265887
CSV_00842,2023-10-03,Paris-05,Laptop,2,-87.99463186043033
CSV_00843,2023-09-10,Berlin-03,Cables,1,109.11082850021091
CSV_00844,2023-09-09,NYC-02,Keyboard,1,729.3169729124247
CSV_00845,2023-12-04,Tokyo-04,Laptop,3,-196.49125039313412
CSV_00846,2023-10-06,London-01,TV,4,175.57293301893446
CSV_00847,2023-09-14,NYC-02,Keyboard,1,1961.2037078457834
CSV_00848,2023-11-23,Berlin-03,TV,5,273.5027510700884
CSV_00849,2023-07-07,London-01,Mouse,7,297.9692753096024
CSV_00850,2023-08-20,Berlin-03,Keyboard,5,347.69085450978196
CSV_00851,2023-10-22,London-01,Laptop,5,800.7218271787615
CSV_00852,2023-11-17,London-01,Laptop,5,1541.5230140026877
CSV_00853,2023-08-31,Tokyo-04,Laptop,5,1484.4519236819058
CSV_00854,2023-11-20,Berlin-03,TV,9,147.41208225050946
CSV_00855,2023-10-02,NYC-02,Monitor,9,-370.2568970371726
CSV_00856,2023-07-20,NYC-02,TV,8,1868.4195637771254
CSV_00857,2023-08-14,Berlin-03,TV,3,1872.571627378994
CSV_00858,2023-07-04,NYC-02,Cables,7,1256.6329872629306
CSV_00859,2023-12-07,London-01,Monitor,8,1097.8933699318811
CSV_00860,2023-12-01,Tokyo-04,Monitor,6,-86.2227085993776
CSV_00861,2023-08-12,London-01,Mouse,2,245.18738452315404
CSV_00862,2023-08-04,Berlin-03,Phone,5,1431.9733456818321
CSV_00863,2023-09-29,Paris-05,Phone,5,1910.5648896918765
CSV_00864,2023-07-12,London-01,Laptop,6,847.1846035032579
CSV_00865,2023-12-06,NYC-02,Laptop,2,1094.6104497193173
CSV_00866,2023-08-25,Berlin-03,Monitor,3,-132.31735785808286
CSV_00867,2023-07-16,Berlin-03,Phone,3,-384.16527216354143
CSV_00868,2023-10-29,Tokyo-04,Cables,7,1652.9530807425826
CSV_00869,2023-07-15,Tokyo-04,Mouse,2,101.78742320810386
CSV_00870,2023-08-22,Berlin-03,Keyboard,7,630.6525251881014
CSV_00871,2023-12-12,London-01,Phone,8,-254.68350853277406
CSV_00872,2023-08-14,NYC-02,Phone,1,1367.404464912014
CSV_00873,2023-12-07,London-01,Cables,3,1089.5733440621173
CSV_00874,2023-10-09,NYC-02,Cables,4,1952.0185712250136
CSV_00875,2023-07-29,Berlin-03,Cables,6,584.8192236562686
CSV_00876,2023-09-29,Tokyo-04,Keyboard,7,-413.4385655585114
CSV_00877,2023-07-05,Tokyo-04,Monitor,5,1011.2464813329032
CSV_00878,2023-08-03,Berlin-03,TV,2,1915.5208323605907
CSV_00879,2023-09-05,Berlin-03,Mouse,4,1678.3897904452224
CSV_00880,2023-07-02,London-01,Keyboard,4,1109.347486499801
CSV_00881,2023-09-06,Paris-05,TV,8,1226.0353522380324
CSV_00882,2023-10-22,London-01,Phone,5,691.0117968458999
CSV_00883,2023-09-20,London-01,Monitor,5,810.6243283546853
CSV_00884,2023-10-18,NYC-02,Monitor,1,978.3634559393383
CSV_00885,2023-07-22,Paris-05,Keyboard,7,470.68247699066194
CSV_00886,2023-09-03,London-01,Laptop,7,329.9943820279898
CSV_00887,2023-12-05,Tokyo-04,Keyboard,4,1111.0720616056856
CSV_00888,2023-12-20,Tokyo-04,Mouse,2,1597.9792278554542
CSV_00889,2023-07-02,Paris-05,Mouse,7,1778.08840814537
CSV_00890,2023-09-24,NYC-02,Monitor,6,-431.4280780838848
CSV_00891,2023-12-24,NYC-02,Mouse,9,-121.28736346981287
CSV_00892,2023-11-12,Paris-05,Mouse,3,1382.7086491830141
CSV_00893,2023-09-02,London-01,Mouse,3,224.79558982144943
CSV_00894,2023-12-04,Paris-05,Mouse,1,1471.7957063056954
CSV_00895,2023-09-21,Berlin-03,Cables,2,854.2527662465457
CSV_00896,2023-12-27,Paris-05,Phone,5,-441.65329292338225
CSV_00897,2023-09-30,NYC-02,Mouse,9,1698.6829626238555
CSV_00898,2023-11-14,NYC-02,Cables,QTY_ERR,1061.8380053074068
CSV_00899,2023-08-25,Berlin-03,Mouse,8,272.58228697786114
CSV_00900,2023-10-15,Tokyo-04,Keyboard,7,874.2438874037316
CSV_00901,2023-08-11,Berlin-03,Mouse,1,1341.1684686250055
CSV_00902,2023-07-03,Berlin-03,Keyboard,5,953.6402802223895
CSV_00903,2023-08-31,Tokyo-04,TV,3,1161.5069118569997
CSV_00904,2023-08-04,London-01,Keyboard,5,585.3653216455716
CSV_00905,2023-10-20,Paris-05,Phone,2,677.9150061261071
CSV_00906,2023-08-02,Berlin-03,Mouse,6,965.3535831059194
CSV_00907,2023-09-22,Tokyo-04,Monitor,4,1315.564261734727
CSV_00908,2023-07-14,NYC-02,Laptop,6,468.03197104190053
CSV_00909,2023-12-12,Paris-05,Keyboard,6,1618.0352723827064
CSV_00910,2023-10-04,Berlin-03,Mouse,6,389.3336951636668
CSV_00911,2023-11-30,Berlin-03,Keyboard,7,45.55883897995784
CSV_00912,2023-08-02,Paris-05,TV,2,1094.5855092051756
CSV_00913,2023-07-17,London-01,Cables,,1455.3987980511156
CSV_00914,2023-12-01,Berlin-03,TV,4,-46.3319528045709
CSV_00915,2023-09-01,Paris-05,Phone,1,-243.53407558940427
CSV_00916,2023-12-13,NYC-02,Laptop,9,563.1253515333372
CSV_00917,2023-07-20,Berlin-03,Cables,4,1971.8852635335165
CSV_00918,2023-10-08,London-01,Monitor,7,547.3822381646514
CSV_00919,2023-10-04,Paris-05,Laptop,,-481.6559369421634
CSV_00920,2023-10-07,Berlin-03,Mouse,6,-410.72822572957034
CSV_00921,2023-09-12,NYC-02,Laptop,9,452.37543183798573
CSV_00922,2023-07-20,London-01,TV,4,1145.436898784476
CSV_00923,2023-07-05,London-01,Phone,8,584.5913100684065
CSV_00924,2023-11-26,London-01,Monitor,QTY_ERR,103.97610213471819
CSV_00925,2023-08-27,Tokyo-04,Monitor,,-498.3131762835098
CSV_00926,2023-07-02,Paris-05,Cables,9,1318.7550140625422
CSV_00927,2023-12-10,Tokyo-04,Phone,3,794.2916657563037
CSV_00928,2023-07-13,Paris-05,Mouse,3,1044.449262718152
CSV_00929,2023-12-16,Berlin-03,Mouse,6,154.54304566794542
CSV_00930,2023-07-07,Tokyo-04,Laptop,8,1276.5636309517647
CSV_00931,2023-09-02,Berlin-03,Laptop,8,1521.3495417424333
CSV_00932,2023-10-03,Berlin-03,Cables,8,1045.9887110636432
CSV_00933,2023-08-04,NYC-02,Mouse,3,1357.2590072059984
CSV_00934,2023-10-09,London-01,Mouse,8,1958.3039940930894
CSV_00935,2023-12-04,Paris-05,Mouse,9,813.6540025897539
CSV_00936,2023-09-16,NYC-02,Keyboard,9,1447.6786214969397
CSV_00937,2023-09-21,Tokyo-04,Mouse,7,153.04739160100462
CSV_00938,2023-08-22,Paris-05,Cables,7,417.5043553272094
CSV_00939,2023-10-09,London-01,Laptop,7,1431.2990113825579
CSV_00940,2023-07-13,London-01,Phone,3,996.6476387162343
CSV_00941,2023-09-04,NYC-02,TV,5,908.7900480173996
CSV_00942,2023-08-31,London-01,TV,9,272.10458876157213
CSV_00943,2023-09-14,Tokyo-04,Monitor,1,291.4557727476837
CSV_00944,2023-09-23,Paris-05,Cables,4,670.2973240123979
CSV_00945,2023-12-05,Paris-05,Mouse,9,571.6330446306711
CSV_00946,2023-11-22,Berlin-03,Monitor,9,1022.3325524741067
CSV_00947,2023-11-09,Berlin-03,Phone,2,1515.5683103188926
CSV_00948,2023-10-14,Paris-05,Phone,4,544.300305133934
CSV_00949,2023-09-04,NYC-02,Cables,1,1527.6994843391838
CSV_00950,2023-12-15,Berlin-03,Phone,4,-49.5342016711665
CSV_00951,2023-09-14,Paris-05,Keyboard,6,1447.7281344090313
CSV_00952,2023-08-10,NYC-02,Cables,6,1789.347550547467
CSV_00953,2023-09-10,Tokyo-04,Keyboard,4,-205.55145155758333
CSV_00954,2023-07-23,Paris-05,Mouse,9,1300.750833187737
CSV_00955,2023-10-25,Berlin-03,Laptop,7,734.1295697784594
CSV_00956,2023-09-17,Paris-05,Monitor,2,-333.0098423616299
CSV_00957,2023-11-23,Paris-05,TV,5,1552.5516781790184
CSV_00958,2023-07-13,London-01,Laptop,7,-130.833472146281
CSV_00959,2023-07-14,Berlin-03,Monitor,1,1125.0842105926213
CSV_00960,2023-07-29,London-01,Cables,5,-411.2226810735996
CSV_00961,2023-09-06,Tokyo-04,Laptop,2,995.332074382849
CSV_00962,2023-12-14,Berlin-03,Laptop,2,1774.0613235304536
CSV_00963,2023-10-02,NYC-02,Laptop,6,620.5865830426676
CSV_00964,2023-12-07,Paris-05,TV,9,1368.3114211293066
CSV_00965,2023-08-03,London-01,Keyboard,7,963.4805275916108
CSV_00966,2023-09-14,NYC-02,Phone,2,1711.328599070006
CSV_00967,2023-08-18,London-01,Keyboard,3,1115.5830368784598
CSV_00968,2023-10-23,London-01,Laptop,9,-222.30758862304867
CSV_00969,2023-09-26,NYC-02,Laptop,5,1253.6477985931876
CSV_00970,2023-07-01,NYC-02,Phone,3,-44.60459730242599
CSV_00971,2023-10-20,NYC-02,Mouse,2,914.742408387501
CSV_00972,2023-08-26,NYC-02,Monitor,3,1382.7403115850066
CSV_00973,2023-07-29,London-01,Mouse,1,-163.7446309950717
CSV_00974,2023-12-14,NYC-02,Laptop,8,1451.4667815916616
CSV_00975,2023-09-19,London-01,Mouse,8,1845.0465046285708
CSV_00976,2023-09-06,Berlin-03,Mouse,7,754.550289650751
CSV_00977,2023-07-17,London-01,Laptop,,914.1189084384937
CSV_00978,2023-12-09,Tokyo-04,Laptop,4,950.4302270881831
CSV_00979,2023-08-18,Berlin-03,TV,8,21.265120350539178
CSV_00980,2023-10-26,Tokyo-04,Keyboard,5,1266.0216006887513
CSV_00981,2023-11-02,London-01,Monitor,4,1696.476060939599
CSV_00982,2023-11-19,Berlin-03,Mouse,8,-248.0240731709511
CSV_00983,2023-08-22,Tokyo-04,Mouse,2,953.7107205116042
CSV_00984,2023-10-12,NYC-02,Cables,5,1057.8996852006796
CSV_00985,2023-08-04,Tokyo-04,Keyboard,5,387.5372049330987
CSV_00986,2023-08-07,Berlin-03,TV,QTY_ERR,346.55262776269615
CSV_00987,2023-09-25,Paris-05,Cables,2,-38.265558144184695
CSV_00988,2023-07-28,Berlin-03,Cables,4,1257.6800547678647
CSV_00989,2023-10-12,NYC-02,Keyboard,9,551.7651759829967
CSV_00990,2023-11-29,Tokyo-04,Keyboard,5,1928.510382917399
CSV_00991,2023-10-20,Paris-05,Mouse,1,1012.5614930073536
CSV_00992,2023-11-08,NYC-02,Monitor,4,-233.91570325074616
CSV_00993,2023-12-01,Paris-05,Laptop,8,250.6745896295056
CSV_00994,2023-07-05,Paris-05,Monitor,7,1790.6549596245045
CSV_00995,2023-12-20,Berlin-03,Keyboard,9,1434.8951994577253
CSV_00996,2023-10-23,Tokyo-04,Keyboard,4,1706.5120390472393
CSV_00997,2023-07-24,Berlin-03,Cables,7,542.3960599119355
CSV_00998,2023-11-25,Berlin-03,Phone,1,423.1720573888538
CSV_00999,2023-09-05,Paris-05,Mouse,7,1361.5845181713642
CSV_01000,2023-07-29,London-01,Laptop,6,53.10986103012215
CSV_01001,2023-09-13,NYC-02,TV,1,592.428584084854
CSV_01002,2023-09-30,NYC-02,Cables,,-358.96406834977176
CSV_01003,2023-09-24,London-01,Monitor,5,1296.0405130657514
CSV_01004,2023-09-09,NYC-02,Cables,1,1888.7662126973514
CSV_01005,2023-08-15,Tokyo-04,Keyboard,6,46.00462429779759
CSV_01006,2023-07-20,Paris-05,Mouse,2,900.9406647051878
CSV_01007,2023-12-25,NYC-02,Phone,5,885.9617645787748
CSV_01008,2023-07-19,London-01,Keyboard,8,1848.7394663062032
CSV_01009,2023-08-17,London-01,TV,5,1577.1157072709539
CSV_01010,2023-12-08,Berlin-03,Laptop,9,1418.2214232452325
CSV_01011,2023-12-18,Paris-05,Cables,6,1057.463455607711
CSV_01012,2023-07-13,London-01,Monitor,1,362.8597984738809
CSV_01013,2023-08-15,Tokyo-04,Mouse,5,981.3226111338722
CSV_01014,2023-09-02,NYC-02,Laptop,1,1086.7140359180057
CSV_01015,2023-07-23,Tokyo-04,Monitor,7,-434.7191290960285
CSV_01016,2023-07-25,NYC-02,Monitor,4,365.3153814153841
CSV_01017,2023-08-20,NYC-02,TV,5,1950.9461726468571
CSV_01018,2023-11-05,Tokyo-04,Monitor,QTY_ERR,8.63262632306919
CSV_01019,2023-12-09,London-01,Cables,8,436.6493352576033
CSV_01020,2023-12-23,Berlin-03,Laptop,,1445.6247154625876
CSV_01021,2023-10-07,London-01,Monitor,9,1746.1583711963835
CSV_01022,2023-07-27,NYC-02,Keyboard,6,44.02896349320463
CSV_01023,2023-07-30,NYC-02,Monitor,6,1468.492599184301
CSV_01024,2023-12-17,Paris-05,Keyboard,8,757.9958192124577
CSV_01025,2023-11-26,London-01,Cables,3,795.0464261820769
CSV_01026,2023-08-06,Berlin-03,Cables,5,660.4896666123682
CSV_01027,2023-08-31,Tokyo-04,Mouse,6,633.6881201627739
CSV_01028,2023-09-12,NYC-02,Mouse,2,-466.35011767132175
CSV_01029,2023-07-31,London-01,Cables,2,581.815689833599
CSV_01030,2023-12-07,Tokyo-04,Monitor,1,1185.6442753185133
CSV_01031,2023-10-19,Berlin-03,Mouse,7,1748.3361418328377
CSV_01032,2023-10-27,NYC-02,Monitor,9,1998.5264696415925
CSV_01033,2023-12-07,London-01,Mouse,9,1224.4568778501114
CSV_01034,2023-12-13,Berlin-03,Phone,4,468.19771789865035
CSV_01035,2023-09-11,NYC-02,Monitor,6,-202.34313784363258
CSV_01036,2023-11-24,Paris-05,Laptop,9,-227.19692106177536
CSV_01037,2023-11-28,London-01,Cables,,888.2464731740995
CSV_01038,2023-11-09,NYC-02,Mouse,2,514.7858578185532
CSV_01039,2023-11-08,Paris-05,Laptop,8,1528.1571241673194
CSV_01040,2023-11-06,Paris-05,Laptop,9,-300.5522213919127
CSV_01041,2023-09-21,NYC-02,Monitor,3,661.7517047436424
CSV_01042,2023-12-19,Tokyo-04,TV,7,1249.9150302615435
CSV_01043,2023-07-10,Berlin-03,Keyboard,1,1101.542810563895
CSV_01044,2023-07-23,Tokyo-04,Keyboard,2,1137.2127814190642
CSV_01045,2023-07-14,Berlin-03,Mouse,2,188.2953109639434
CSV_01046,2023-10-10,London-01,Laptop,4,28.506653751180124
CSV_01047,2023-10-18,Paris-05,TV,2,321.1484828660168
CSV_01048,2023-10-17,Tokyo-04,Mouse,4,226.48540124901854
CSV_01049,2023-10-05,NYC-02,Phone,5,1884.6149085129782
CSV_01050,2023-12-05,Berlin-03,TV,6,1115.3997023400846
CSV_01051,2023-11-18,London-01,TV,7,717.6107486749079
CSV_01052,2023-11-21,Berlin-03,Phone,5,1841.9204016865
CSV_01053,2023-09-17,NYC-02,Laptop,3,472.9286792575542
CSV_01054,2023-10-28,Berlin-03,Laptop,4,-469.9871665782333
CSV_01055,2023-08-02,Tokyo-04,Laptop,9,1686.8971184714987
CSV_01056,2023-11-30,Paris-05,Cables,2,1853.8512501364794
CSV_01057,2023-09-20,Tokyo-04,TV,9,-141.30688925539937
CSV_01058,2023-08-24,London-01,Laptop,6,-198.04330089995335
CSV_01059,2023-10-12,London-01,Phone,9,1805.390232110381
CSV_01060,2023-10-05,Tokyo-04,Phone,5,-244.49197067371153
CSV_01061,2023-11-09,Berlin-03,Laptop,2,1717.68836280525
CSV_01062,2023-07-29,Tokyo-04,Cables,QTY_ERR,816.4960754170329
CSV_01063,2023-07-19,Tokyo-04,Laptop,2,896.795220269815
CSV_01064,2023-10-28,NYC-02,Mouse,,1369.3541290199864
CSV_01065,2023-07-15,Paris-05,TV,1,841.0087771877095
CSV_01066,2023-08-06,Berlin-03,Mouse,6,984.3443654660409
CSV_01067,2023-11-23,London-01,Keyboard,9,1192.9059785070854
CSV_01068,2023-12-11,NYC-02,Phone,6,1484.9860416745876
CSV_01069,2023-11-22,Paris-05,Phone,2,337.32888239906936
CSV_01070,2023-09-12,Tokyo-04,Cables,9,1002.8873827255795
CSV_01071,2023-07-26,London-01,Mouse,8,1343.1824241282882
CSV_01072,2023-07-09,Berlin-03,Cables,2,1861.9044072738616
CSV_01073,2023-09-07,Tokyo-04,Laptop,8,1407.6253993217222
CSV_01074,2023-07-15,London-01,Keyboard,1,1661.5409120550585
CSV_01075,2023-12-01,Paris-05,TV,8,1143.9547170083222
CSV_01076,2023-11-07,Paris-05,Keyboard,3,-116.4206906007671
CSV_01077,2023-10-03,London-01,Keyboard,5,1804.8526049656111
CSV_01078,2023-11-24,Paris-05,Laptop,2,818.1481836777537
CSV_01079,2023-11-24,Berlin-03,Phone,4,335.1961041727932
CSV_01080,2023-08-24,NYC-02,Laptop,6,-111.26084232415104
CSV_01081,2023-11-27,Berlin-03,Phone,5,-180.09634599543563
CSV_01082,2023-10-30,Paris-05,Keyboard,4,-134.25135292135775
CSV_01083,2023-09-23,London-01,Phone,2,1064.5703581943426
CSV_01084,2023-11-22,London-01,Keyboard,2,444.1273770979849
CSV_01085,2023-08-28,Berlin-03,Keyboard,3,103.05018806971862
CSV_01086,2023-12-05,Paris-05,Mouse,1,968.6882758781828
CSV_01087,2023-07-18,Berlin-03,Cables,9,1112.2385257540277
CSV_01088,2023-07-18,Tokyo-04,Mouse,8,720.8727082940452
CSV_01089,2023-07-05,London-01,TV,,399.4773852310076
CSV_01090,2023-09-02,Berlin-03,Cables,3,449.3180289833641
CSV_01091,2023-09-18,Paris-05,Laptop,7,856.3231011854573
CSV_01092,2023-08-27,Tokyo-04,Phone,1,895.7494184282612
CSV_01093,2023-08-31,London-01,Laptop,5,890.2056593374082
CSV_01094,2023-08-11,London-01,Mouse,8,817.7952264210107
CSV_01095,2023-09-09,Tokyo-04,Keyboard,2,-488.53867163681184
CSV_01096,2023-08-11,London-01,Mouse,2,187.77109347475744
CSV_01097,2023-09-10,Berlin-03,Cables,2,831.3324232223247
CSV_01098,2023-12-15,Tokyo-04,Laptop,6,1940.6435992935526
CSV_01099,2023-10-28,Tokyo-04,Laptop,9,-103.19128280813533
CSV_01100,2023-12-03,Paris-05,Laptop,6,772.3607698862679
CSV_01101,2023-12-01,Paris-05,TV,4,1251.6860364863928
CSV_01102,2023-10-20,Tokyo-04,Laptop,7,1603.9880670009552
CSV_01103,2023-10-07,London-01,Mouse,8,1778.9734691818262
CSV_01104,2023-11-25,Paris-05,TV,6,924.742597925755
CSV_01105,2023-12-23,Paris-05,TV,3,1369.6430472974016
CSV_01106,2023-09-21,Berlin-03,Keyboard,1,427.6557580193845
CSV_01107,2023-09-18,London-01,TV,7,218.53904270155033
CSV_01108,2023-09-05,Berlin-03,Keyboard,1,1488.5809025986778
CSV_01109,2023-11-03,Tokyo-04,Keyboard,1,-106.91398890524016
CSV_01110,2023-12-13,NYC-02,TV,2,432.3773016020051
CSV_01111,2023-09-19,London-01,TV,7,-207.26479715000477
CSV_01112,2023-07-31,London-01,TV,QTY_ERR,784.3628612011539
CSV_01113,2023-11-23,NYC-02,Mouse,6,-350.3820256827787
CSV_01114,2023-08-21,NYC-02,Phone,1,218.31349851474044
CSV_01115,2023-09-23,Berlin-03,Mouse,3,-370.3097350075209
CSV_01116,2023-12-02,NYC-02,Keyboard,9,1564.5422918859113
CSV_01117,2023-11-23,Paris-05,Keyboard,9,1082.6520168684997
CSV_01118,2023-12-10,NYC-02,Laptop,2,16.137262606765034
CSV_01119,2023-12-25,Berlin-03,Cables,9,1204.9685128657743
CSV_01120,2023-09-28,Paris-05,Phone,1,-151.24277912423918
CSV_01121,2023-09-01,Berlin-03,TV,9,276.1955827931954
CSV_01122,2023-12-07,London-01,Mouse,7,-23.20557716550138
CSV_01123,2023-11-30,Paris-05,Cables,2,125.11369064657231
CSV_01124,2023-09-17,NYC-02,Keyboard,8,-130.59294912267717
CSV_01125,2023-11-19,London-01,Mouse,6,1887.1035193835892
CSV_01126,2023-11-20,Tokyo-04,Monitor,6,463.6664581948154
CSV_01127,2023-07-27,Paris-05,Phone,3,1050.285030421563
CSV_01128,2023-12-24,Berlin-03,Keyboard,2,-402.2110529900731
CSV_01129,2023-10-22,Paris-05,Phone,3,1450.5834178795023
CSV_01130,2023-09-24,Paris-05,Laptop,9,-179.0117112558366
CSV_01131,2023-09-14,NYC-02,Phone,9,1559.5662795332255
CSV_01132,2023-11-12,Paris-05,Monitor,7,1656.116566138006
CSV_01133,2023-10-02,Tokyo-04,Phone,7,1822.9753413233257
CSV_01134,2023-11-15,NYC-02,Cables,4,-423.75152588029664
CSV_01135,2023-09-17,London-01,Phone,1,363.7688675312047
CSV_01136,2023-07-17,Tokyo-04,TV,6,302.79033574795733
CSV_01137,2023-12-07,Berlin-03,Monitor,7,786.5182755886542
CSV_01138,2023-07-25,Berlin-03,Monitor,5,1817.6838301356202
CSV_01139,2023-09-19,Tokyo-04,Monitor,2,1246.8016000722762
CSV_01140,2023-12-08,Berlin-03,Cables,3,459.786401253023
CSV_01141,2023-10-04,Paris-05,Mouse,4,1747.3704639526109
CSV_01142,2023-07-20,NYC-02,Cables,2,1626.2254714564087
CSV_01143,2023-12-17,Paris-05,Phone,8,-168.3586991942766
CSV_01144,2023-07-11,NYC-02,TV,5,1864.8656219551663
CSV_01145,2023-07-24,Berlin-03,Cables,6,-117.10390685292072
CSV_01146,2023-09-23,London-01,Cables,7,541.144297487783
CSV_01147,2023-12-04,Paris-05,Cables,2,326.7752947061538
CSV_01148,2023-12-26,NYC-02,Phone,2,1068.131970046752
CSV_01149,2023-12-13,London-01,Cables,8,-58.738977276037815
CSV_01150,2023-10-30,NYC-02,Keyboard,8,1296.49953773932
CSV_01151,2023-12-21,Paris-05,Cables,6,1786.434199968984
CSV_01152,2023-08-16,London-01,Phone,6,162.44524012236684
CSV_01153,2023-09-29,Paris-05,Mouse,6,976.8786289014424
CSV_01154,2023-08-06,London-01,Laptop,8,573.9560590803815
CSV_01155,2023-11-17,Berlin-03,Cables,7,-198.47794162020938
CSV_01156,2023-12-12,Tokyo-04,Mouse,2,1036.1473149334074
CSV_01157,2023-12-16,London-01,Cables,6,551.5991439132947
CSV_01158,2023-07-08,Tokyo-04,Laptop,1,-354.3710101048646
CSV_01159,2023-08-31,Paris-05,Phone,5,1917.159891796758
CSV_01160,2023-11-05,NYC-02,Cables,5,1465.4964420875706
CSV_01161,2023-08-14,NYC-02,Cables,7,521.801905569151
CSV_01162,2023-08-12,Paris-05,Laptop,7,254.83734421349868
CSV_01163,2023-09-10,Paris-05,Monitor,1,1086.2480733481918
CSV_01164,2023-07-22,Paris-05,Monitor,7,-134.97408222331433
CSV_01165,2023-07-04,Tokyo-04,Monitor,2,274.1987538013411
CSV_01166,2023-12-09,Paris-05,Cables,8,1556.8180531183675
CSV_01167,2023-08-11,Berlin-03,Monitor,4,-453.42926805570625
CSV_01168,2023-09-21,London-01,Mouse,4,1407.7578635748898
CSV_01169,2023-08-23,London-01,Cables,7,1723.2077630291865
CSV_01170,2023-11-13,NYC-02,Mouse,4,894.7148159382164
CSV_01171,2023-12-24,Berlin-03,TV,4,1778.2789554390652
CSV_01172,2023-09-11,NYC-02,TV,6,1002.8059800625902
CSV_01173,2023-10-11,Berlin-03,Laptop,6,1805.6892915007993
CSV_01174,2023-12-14,Paris-05,Cables,5,-191.21684278295868
CSV_01175,2023-12-22,London-01,Laptop,2,178.80556384493696
CSV_01176,2023-12-06,Paris-05,Phone,6,1726.2646260879428
CSV_01177,2023-08-02,Tokyo-04,Cables,,520.4794544300532
CSV_01178,2023-10-10,Tokyo-04,Mouse,4,1730.2270834767628
CSV_01179,2023-07-11,London-01,Monitor,6,514.2673995471835
CSV_01180,2023-10-27,Paris-05,Cables,6,859.9240894942639
CSV_01181,2023-12-14,Paris-05,TV,4,979.472989427348
CSV_01182,2023-07-22,Tokyo-04,Cables,2,39.97048358938764
CSV_01183,2023-11-24,NYC-02,TV,3,54.21685326620059
CSV_01184,2023-08-19,Paris-05,Keyboard,3,362.7961610867121
CSV_01185,2023-07-26,Berlin-03,Phone,5,452.5370073192388
CSV_01186,2023-12-20,Berlin-03,Keyboard,6,1704.3862121895231
CSV_01187,2023-08-29,Berlin-03,Keyboard,8,574.2557297863998
CSV_01188,2023-12-01,NYC-02,Keyboard,3,701.2824654793394
CSV_01189,2023-08-13,Tokyo-04,Cables,8,311.9876635298334
CSV_01190,2023-07-16,Tokyo-04,Monitor,6,-474.5654548313026
CSV_01191,2023-12-05,Paris-05,Phone,9,702.0801414359682
CSV_01192,2023-12-07,Paris-05,Cables,2,1917.4607305562208
CSV_01193,2023-08-16,NYC-02,Monitor,6,165.207079928114
CSV_01194,2023-12-10,Paris-05,Cables,7,117.47248821419885
CSV_01195,2023-08-18,Paris-05,Keyboard,7,-15.674471392207579
CSV_01196,2023-11-25,NYC-02,TV,1,864.135519035872
CSV_01197,2023-12-09,NYC-02,Phone,2,-253.36775932275634
CSV_01198,2023-08-25,NYC-02,Phone,1,1604.4010205332293
CSV_01199,2023-08-09,Tokyo-04,Monitor,4,1646.5402157252934
CSV_01200,2023-08-12,NYC-02,Phone,4,26.004227176206086
CSV_01201,2023-11-01,Tokyo-04,Phone,1,1197.018359095964
CSV_01202,2023-07-09,Paris-05,Cables,8,-195.06391424351216
CSV_01203,2023-08-23,NYC-02,Laptop,2,1726.20989337216
CSV_01204,2023-12-13,NYC-02,Laptop,QTY_ERR,-480.2386645113447
CSV_01205,2023-08-12,Tokyo-04,Monitor,3,-423.93492949322217
CSV_01206,2023-07-21,NYC-02,Mouse,2,1868.9684994417685
CSV_01207,2023-10-14,Berlin-03,Laptop,9,1835.1094816187333
CSV_01208,2023-09-16,Tokyo-04,Mouse,1,225.97730371490445
CSV_01209,2023-08-17,Berlin-03,Phone,2,403.62376551990394
CSV_01210,2023-08-06,London-01,Cables,3,1739.3057343052556
CSV_01211,2023-10-16,Tokyo-04,Laptop,4,447.42519823613145
CSV_01212,2023-11-21,Paris-05,TV,7,-235.29612404721576
CSV_01213,2023-07-08,Paris-05,Phone,1,1907.4315643567916
CSV_01214,2023-09-23,London-01,Laptop,5,1321.053245084444
CSV_01215,2023-10-27,Tokyo-04,Phone,3,-155.51656340381868
CSV_01216,2023-07-21,Tokyo-04,Laptop,QTY_ERR,-428.3981208367722
CSV_01217,2023-12-20,Berlin-03,Phone,4,84.2602871341793
CSV_01218,2023-08-06,Paris-05,Keyboard,8,1897.7232209405493
CSV_01219,2023-09-30,Tokyo-04,Cables,7,1631.2621270805716
CSV_01220,2023-11-20,NYC-02,Mouse,,1816.4512427103355
CSV_01221,2023-12-08,Berlin-03,Laptop,6,1029.6287088293213
CSV_01222,2023-07-25,London-01,Phone,8,1529.1460676503048
CSV_01223,2023-12-09,Paris-05,Mouse,7,-38.67413960558741
CSV_01224,2023-08-21,London-01,Mouse,1,790.8854066662398
CSV_01225,2023-09-15,Berlin-03,Keyboard,4,-215.74125316667062
